Nome: UBERLANDIA
Codigo Estacao: A507
Latitude: -18.91694443
Longitude: -48.25555555
Altitude: 874.77
Situacao: Operante
Data Inicial: 2005-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2020-07-12;0;918,9;28,5;22;17,7;48,4;2;
2020-07-13;0;919,6;29,4;22,9;17,8;43,7;1,6;
2020-07-14;0;920,1;30,4;23,2;17;43,3;1,3;
2020-07-15;0;920;29,4;23,4;18,8;44,1;1,6;
2020-07-16;0;921,2;26,9;21,9;17,1;47,3;2,4;
2020-07-17;0;921,6;27,5;21,2;16,3;50,9;1,6;
2020-07-18;0;921,4;27,1;20,9;15,5;46;2,5;
2020-07-19;0;921,4;24,6;19,1;13,7;51;2,2;
2020-07-20;0;921,2;26,3;20;14;48;2;
2020-07-21;0;920,1;27,5;21,4;15;46,6;1,7;
2020-07-22;0;919,4;28,3;22,3;16,6;44,8;1,5;
2020-07-23;0;919,7;27,2;21,5;16;43,9;1,5;
2020-07-24;0;919,9;26,2;20,4;14,2;44,6;2,1;
2020-07-25;0;921,5;28,2;21,6;15,2;45;1,4;
2020-07-26;0;921,2;27,8;21,5;16,8;48,3;2;
2020-07-27;0;920,8;27,5;21,3;15,8;51,3;2;
2020-07-28;0;920,3;28,5;22,3;17,3;46,6;1,8;
2020-07-29;0;920,2;29,3;23,5;18;44,3;1,5;
2020-07-30;0;920,5;30,3;23,8;17,3;38;1,2;
2020-07-31;0;922,3;28;22,3;17,5;47,2;2,8;
2020-08-01;0;923,3;25,9;21,3;16,7;51,6;2,3;
2020-08-02;0;923,5;26,4;21;16;46,6;2,2;
2020-08-03;0;925,1;26,5;19,9;14,1;42;2,2;
2020-08-04;0;925,2;26,5;19,6;13,3;38,5;2,3;
2020-08-05;0;924,5;27,2;19,9;13,6;39,5;2,4;
2020-08-06;0;924;26,1;19,7;13,9;43,8;2,7;
2020-08-07;0;924;26;19,7;13,6;45,6;2,4;
2020-08-08;0;924;26,6;20,6;15,5;46,5;1,9;
2020-08-09;0;922,6;25,9;21,1;15,8;38,2;1,7;
2020-08-10;0;919,8;27;21,4;16,3;44,3;1,6;
2020-08-11;0;918,5;30;22,6;17;40;1,6;
2020-08-12;0;917,2;29,3;23,1;17,1;39,2;2;
2020-08-13;0;917,1;30,3;24,1;19,5;42,5;2,1;
2020-08-14;0;916,4;30,7;24,6;19,6;39,4;2,3;
2020-08-15;0;915,2;31,6;24,9;18,1;38,5;1,8;
2020-08-16;0;915,7;32,6;26,2;21,5;33,8;1,8;
2020-08-17;0;915,9;32,1;25,7;20,7;39,6;1,7;
2020-08-18;0;915,1;32,7;25,3;19,3;44,9;2,3;
2020-08-19;0;915,5;32,8;27,1;21,9;37,1;2,6;
2020-08-20;0;917,1;32,5;25,8;20,6;41,7;2,4;
2020-08-21;0;919,9;25,3;18,2;13,4;53,9;3;
2020-08-22;0;920,5;19,4;15,3;12,2;75,1;2,3;
2020-08-23;0;919,5;27,1;19;13,5;62,6;2,8;
2020-08-24;0;919;29,4;20,6;14,2;54,8;2,9;
2020-08-25;0;918,5;29,6;21,2;14,1;36,3;2,8;
2020-08-26;0;918,1;29;21,2;13,8;26,4;2,4;
2020-08-27;0;918,7;30,3;22,7;15,8;25,3;2;
2020-08-28;0;918,5;29,2;23,1;17,6;35,5;2,3;
2020-08-29;0;917,4;30,7;23,6;17,9;37,8;2,4;
2020-08-30;0;917,9;32,1;25,3;18,5;33;1,9;
2020-08-31;0;919,6;32,8;26,2;20;30;2,1;
2020-09-01;0;920,9;32,6;26,1;20,8;34,7;2,6;
2020-09-02;0;919,6;30,1;24,5;19,1;36,3;3,1;
2020-09-03;0;918,7;30,9;23,8;17,7;36;2,6;
2020-09-04;0;919,6;32,7;25;19;31,6;2,2;
2020-09-05;0;919,8;32,5;25;17,9;29,9;2;
2020-09-06;0;918,6;31,3;24,7;18,7;29,4;1,9;
2020-09-07;0;916,2;32,5;25,9;20,1;28,7;1,7;
2020-09-08;0;916,3;33,6;27;19,3;25,2;1,4;
2020-09-09;0;918,3;33,3;27,3;21,7;27,7;1,8;
2020-09-10;0;919,6;33,4;27,2;21,2;25,7;1,6;
2020-09-11;0;917,9;34,4;27,3;20,7;23;1,7;
2020-09-12;0;918,6;32,9;27,4;22,1;22,5;2,6;
2020-09-13;0;919,5;32,2;25,9;20;26,3;2,5;
2020-09-14;0;921;32,4;25,2;18,9;28,2;1,6;
2020-09-15;0;919,2;32,6;26,4;20,7;27,8;2,5;
2020-09-16;0;918,1;32;25,7;19,4;30,9;2,8;
2020-09-17;0;916,7;33,9;27,6;22,2;27,4;1,8;
2020-09-18;0;915,3;35,4;28,7;22,1;23,8;1,5;
2020-09-19;0;915,4;36;28,8;22,6;25,5;1,4;
2020-09-20;0;915,5;34,4;27,3;23,5;33,8;2,3;
2020-09-21;0;916,5;25,1;21,6;19,3;63,3;1,9;
2020-09-22;0;919;27,1;21,4;17,4;74,5;1,6;
2020-09-23;0;921,1;28,1;21,8;19,1;70,3;2;
2020-09-24;0;920,4;31,3;23,6;17,8;59,3;2,1;
2020-09-25;0;918,5;32,8;26,2;19,7;40,7;1,9;
2020-09-26;0;916,4;34,5;27,1;20,7;29,2;1,9;
2020-09-27;0;915,2;35;28,3;21,3;25,5;1,9;
2020-09-28;0;915,2;36,9;29,7;22,4;22,3;1,3;
2020-09-29;0;916;37,7;30,1;22,5;22,2;1,3;
2020-09-30;0;916,6;37,1;30,5;24,7;22;2,1;
2020-10-01;0;915,6;35,8;30,2;24,6;25,2;2,5;
2020-10-02;0;915,4;36,9;30;23,6;23,3;1,7;
2020-10-03;0;915,5;38;31,2;24,7;20;1,6;
2020-10-04;0;915,5;37,1;30,9;24,6;18,6;2;
2020-10-05;0;915,8;36,8;30,2;24,7;23,5;2,4;
2020-10-06;0;915,8;37,6;30,8;24,9;25,7;1,9;
2020-10-07;0;916,6;38,5;32,2;25,4;21,7;1,5;
2020-10-08;0;915,8;36,7;31,1;25,7;24;1,6;
2020-10-09;0;914;32,5;28,8;23,2;37;,9;
2020-10-10;0;913,6;35,6;28,2;22,7;43,1;2;
2020-10-11;0;915,8;33,2;26,4;21,7;43,8;1,7;
2020-10-12;0;916,7;34,8;27,8;22,9;44,4;1,3;
2020-10-13;0;916,1;35,9;27,4;20,7;42,5;1,7;
2020-10-14;0;915,2;35,3;28,8;23,9;38;1,7;
2020-10-15;6,8;917,3;30,7;24,5;19;58,9;2,2;
2020-10-16;0;917,8;28,5;23,8;19,6;64,8;1,6;
2020-10-17;0;916,5;32,7;24,8;21;60,5;1,9;
2020-10-18;18,6;914,6;31,3;23,8;19,8;65,8;2,7;
2020-10-19;6,2;915,7;27;23;20,3;68,2;2,5;
2020-10-20;19;917,8;22,6;19,9;18,4;85,9;2,1;
2020-10-21;5;918;28,6;22,3;18,7;72,8;1,6;
2020-10-22;0;916,7;29,8;23,6;20,5;69,1;2,1;
2020-10-23;,4;916;29,8;23,6;20;67,5;3;
2020-10-24;14,8;914,8;25,2;21,2;19;83,1;2,2;
2020-10-25;4;913,2;27,9;22,5;19,7;80,5;2,2;
2020-10-26;0;912,4;32,2;25;19,9;67,7;1,7;
2020-10-27;,8;911,4;28,6;23,2;19,4;70,1;1,6;
2020-10-28;0;911,5;31,3;24,6;20;62,3;1,5;
2020-10-29;0;913,4;28,6;23,4;20,7;66,7;1;
2020-10-30;7,2;914,2;29,6;23,8;20;72,4;1,7;
2020-10-31;0;914,1;30,4;24,1;20,4;71,1;1,7;
2020-11-01;0;913,4;29,9;23,4;19,7;64,5;1,9;
2020-11-02;0;913,5;29,2;22,1;16;51,6;2,1;
2020-11-03;0;913,8;30,1;23;17,4;41,7;2,2;
2020-11-04;0;915,3;30,7;23,6;16,5;31,5;1,6;
2020-11-05;0;914,1;32,3;24,8;17,7;32;1,4;
2020-11-06;0;914,8;34,2;27;19,5;25,3;1,5;
2020-11-07;0;917,3;34,2;27,4;20,3;33,9;1,8;
2020-11-08;0;917,5;35,2;28,2;23,4;43,5;1,7;
2020-11-09;2,6;916,8;33,5;26,7;19,9;50,1;1,9;
2020-11-10;,8;917,8;29,8;23,7;18,6;63,1;2,2;
2020-11-11;,6;916;30,7;23,8;20,5;69,7;1,2;
2020-11-12;2,2;915;31,1;23,7;20,3;68,3;1,5;
2020-11-13;16,4;914,9;27,6;22,9;20,2;74,8;1;
2020-11-14;2,2;915,3;27;21,9;19,9;75,7;1,3;
2020-11-15;7,2;915;31,5;24,7;19,9;66,6;1,8;
2020-11-16;8,8;913,7;31,1;23,6;20,6;70;1,7;
2020-11-17;15,6;912,3;32,2;25,4;19,6;65,5;1,5;
2020-11-18;18,6;912,3;30;22,9;19,9;74,2;2,4;
2020-11-19;24;912,5;27,3;22,5;18,4;77;1,7;
2020-11-20;0;913,3;30,1;23,9;18,7;62,4;1,8;
2020-11-21;0;914;31,8;25;18,3;40,9;1,6;
2020-11-22;0;916;31,2;25,3;20,3;48,1;1,8;
2020-11-23;0;917,2;30,7;25,6;21,6;56,9;2,1;
2020-11-24;1,6;918,9;29,7;23,5;19,7;65,2;2,6;
2020-11-25;2;918,4;29;23,1;19,3;65,1;2,6;
2020-11-26;11,2;917,3;30,7;24,2;16,8;60,3;2,4;
2020-11-27;0;917,3;31,9;25,7;19,8;49,1;2,1;
2020-11-28;0;918,3;31,6;26,3;20,8;45,3;2,5;
2020-11-29;0;918,2;30,4;25,2;19,9;46,5;2,4;
2020-11-30;0;916,9;31,3;26,2;20,5;45,2;1,7;
2020-12-01;0;915,5;33;27,4;21,8;44,3;1,8;
2020-12-02;73,4;915,4;29,6;22,4;18,7;82;2,2;
2020-12-03;10;914,8;31,6;24,3;21,3;65,7;1,8;
2020-12-04;,6;916,3;33;26,2;20,5;57,2;1,8;
2020-12-05;11;916,8;31,1;24,9;20;70,3;1,7;
2020-12-06;16,4;915,3;30,2;23,9;20;73,1;1,4;
2020-12-07;57,8;915,6;27;22,5;19,8;79;1,7;
2020-12-08;,2;915,5;29,3;23,3;20,1;73,4;1,9;
2020-12-09;111;915,6;28;21,4;17,8;79,6;1,7;
2020-12-10;10;915,5;29,1;22,9;18,2;70,8;1,9;
2020-12-11;12,6;916,8;25,8;21;18,6;81,3;1,6;
2020-12-12;5;917,2;27,5;22,9;19,1;75,4;1,5;
2020-12-13;7,4;917,1;30,7;23,7;19,7;73,2;1,8;
2020-12-14;0;915,7;31,7;26,1;20,8;58,8;1,7;
2020-12-15;0;914,9;32,3;25,9;21,1;63,1;1,4;
2020-12-16;32,8;915,9;30,9;25,2;19,5;64,6;1,7;
2020-12-17;0;915,9;32,9;26,4;21,8;56,6;1,5;
2020-12-18;6,8;914,5;32,1;25,6;20,9;60,5;2,1;
2020-12-19;31,6;913,6;30,4;24,4;19,5;70;1,6;
2020-12-20;66,2;914,2;32,6;25,2;18;66,3;1,7;
2020-12-21;0;914,4;30,6;25,7;21,7;67;1,4;
2020-12-22;6,6;914,4;30;23,3;20,3;79,3;1,4;
2020-12-23;41;914;28,2;23,5;19,9;77,5;1,7;
2020-12-24;0;913,5;30,3;23,5;21,1;76,7;1,5;
2020-12-25;49,4;912,9;26,6;22,4;19,3;79,2;2,2;
2020-12-26;3;913,4;23,8;21,5;20,6;84,5;1,7;
2020-12-27;24,8;915,7;28,2;22;19,8;81,3;1,1;
2020-12-28;8,6;917,5;23,2;21,3;20,1;84;1;
2020-12-29;9,8;915,5;29,6;24,6;19,7;66,3;1,8;
2020-12-30;0;914,7;31;25,5;20,4;62,2;1,5;
2020-12-31;0;916,5;30,7;25,3;21,3;61;1,4;
2021-01-01;0;917,1;29,9;23,8;20,7;71,1;1,4;
2021-01-02;1,2;915,4;28,6;22,2;19,5;77,4;1,2;
2021-01-03;5,8;912,9;31;23,5;19;72,5;2,2;
2021-01-04;,2;914,8;29;22,6;19,3;68,6;2,4;
2021-01-05;0;916,2;30,9;25,4;20,8;60;1,3;
2021-01-06;0;916,1;30,2;24,5;21,7;68,4;,9;
2021-01-07;24,8;916,5;31,2;23,5;19,2;76,3;1,2;
2021-01-08;37,4;915,8;31,9;24,6;18,7;65,4;1,3;
2021-01-09;0;914,6;32,4;26,7;22,4;60,3;1,4;
2021-01-10;8;915,1;28;24,2;21,2;74;1,1;
2021-01-11;1,6;914,7;29,6;24,4;21,5;77,4;1,1;
2021-01-12;0;915,2;30,2;24,1;21,3;77,5;1;
2021-01-13;0;914,7;32;25,2;21,5;72,4;1,3;
2021-01-14;28,6;915,3;24,3;21,6;19;82,9;1,5;
2021-01-15;18,4;914,9;28,6;23,3;20;72,9;2;
2021-01-16;4,8;914,9;26,5;21,8;18,9;80,7;1,8;
2021-01-17;,6;914,8;27,8;22,9;20,7;75;1,6;
2021-01-18;,2;914,8;30,3;25;20,9;66,9;1,7;
2021-01-19;0;915,7;30,6;25,9;22;58,8;1,3;
2021-01-20;0;916;31,2;26,2;20,2;48,2;1,3;
2021-01-21;0;916,2;30,7;26,5;23,3;49,5;1,7;
2021-01-22;0;918,1;31;25,8;20,8;46,5;2,3;
2021-01-23;0;918;30,9;26;21;46,7;2,2;
2021-01-24;0;916,5;31,2;26;21,5;47,5;1,9;
2021-01-25;0;915,3;31,1;26,2;22,1;49,6;1,8;
2021-01-26;0;915,4;31,8;26,2;21,5;54,6;1,6;
2021-01-27;1;915,9;30,9;25,3;20,3;59,8;1,8;
2021-01-28;0;915,4;30,9;25,8;21,3;53,3;1,3;
2021-01-29;0;915,4;31,3;26,1;21,2;43,6;1,2;
2021-01-30;0;916,1;33,4;26,9;20,1;44,8;1,2;
2021-01-31;0;915,8;33,5;27,8;22,4;45,2;1,3;
2021-02-01;0;915,5;32,1;25;22,2;60,8;2;
2021-02-02;1,2;915,8;30,6;24,3;20,4;64,6;1,8;
2021-02-03;,6;916,4;31;25,4;21,2;63,7;1,8;
2021-02-04;12,8;915,6;30,7;24,5;20,2;71,5;1,7;
2021-02-05;0;912,7;28,3;24,3;22,4;77;1,3;
2021-02-06;,4;912,8;27,3;22,8;22;81,1;1,1;
2021-02-07;37,6;913,2;28,8;23,6;20;73,7;1,1;
2021-02-08;5,4;913,4;26,1;22;18,3;72,5;1,6;
2021-02-09;0;914,5;29,4;22,3;17,6;65,5;1,8;
2021-02-10;0;914,9;31,2;24,2;19,6;58,6;1,8;
2021-02-11;0;915,2;29,5;23,5;20,7;67,9;1,9;
2021-02-12;8,8;916,4;23,9;21,3;19,4;83,5;1,8;
2021-02-13;4,4;916;26,8;22,1;19,5;78,1;1,6;
2021-02-14;,8;914,5;29,7;23,4;20,3;74,1;1,4;
2021-02-15;2,4;914,1;28,9;21,8;19;80,8;1,7;
2021-02-16;53;912,8;30,7;24;19,3;72,1;1,1;
2021-02-17;0;912,2;27,9;23,1;21,5;78,5;1;
2021-02-18;17;911,9;30,9;24,8;20,3;70,1;1,7;
2021-02-19;2,8;913;32,2;26,2;21,3;63;1,1;
2021-02-20;0;914,8;33,3;26,3;21,5;58;1,4;
2021-02-21;0;915,2;31,8;24,8;20,8;67,4;2,1;
2021-02-22;38,6;916;30,8;22,2;19,1;78,8;1,2;
2021-02-23;19,6;916,1;31;23,2;18,7;70,5;1,5;
2021-02-24;20,6;916,1;31,3;25,2;19,7;60,7;1,6;
2021-02-25;,2;914,6;29,8;24,7;21,7;62,3;1,3;
2021-02-26;0;913,7;24,5;22,2;18,9;77,7;1,6;
2021-02-27;18,2;915,1;26,2;21,7;19,6;79,7;1,7;
2021-02-28;1,2;914,8;26;21,2;19,3;82,8;1,6;
2021-03-01;5,6;914,1;28,7;22,9;18,9;72,3;2,3;
2021-03-02;20,8;915,4;29,4;24,1;20,4;63,4;2,1;
2021-03-03;0;917,7;29,8;24,7;19,6;57,8;1,9;
2021-03-04;0;917,5;29,6;24,2;21,3;62;1,6;
2021-03-05;10,6;915,4;27,6;22,9;20,1;76,5;1,5;
2021-03-06;24,6;915;26,1;21,4;19,1;84,3;,9;
2021-03-07;11,6;916,1;26,2;21,4;19,7;81,9;1,5;
2021-03-08;5;915,9;25;21,6;18,9;80,3;,9;
2021-03-09;3,8;914,5;25,8;22,4;19,8;77,3;,9;
2021-03-10;0;913,8;29,1;23,6;19,7;73;1,4;
2021-03-11;0;915,1;29,9;24,5;20,5;67,9;1,4;
2021-03-12;0;916,4;31,8;24,2;20,7;66,6;1,1;
2021-03-13;,6;916,6;31,5;24,1;20,6;64,9;1,7;
2021-03-14;7,2;917,6;29,9;22,3;19,5;78,3;1,3;
2021-03-15;11,2;916,9;29,9;22,3;19,7;79,4;1,1;
2021-03-16;41,6;915,7;30,9;23,6;19,3;72,8;1,2;
2021-03-17;18,2;914,9;30,1;24,3;19,5;66,6;1,4;
2021-03-18;0;914,7;30,4;24,8;20,4;62;1,1;
2021-03-19;0;915,6;30,8;25,2;20,9;57,8;2,3;
2021-03-20;0;918,3;29,8;24;21,2;67,2;1,5;
2021-03-21;19,6;919,1;29;23,8;19;62,9;1,6;
2021-03-22;0;918,2;29,9;24,5;19,7;58,5;1,9;
2021-03-23;0;918;30,9;25,8;21,8;50,6;1,2;
2021-03-24;0;917,9;30,8;25,9;21,5;51,2;1,1;
2021-03-25;0;917,8;31,5;26,6;21,2;51,1;1,1;
2021-03-26;0;917,6;30,9;26,1;21,1;48,2;1,2;
2021-03-27;0;916,9;31,5;26,5;21,1;45,5;1,1;
2021-03-28;0;916,3;33,1;26,5;21,9;49;1;
2021-03-29;0;916,1;30,8;25,6;21,5;56,5;1,1;
2021-03-30;0;914,8;32,3;25,7;21,5;56,2;1,2;
2021-03-31;0;913,6;31,1;25,1;19,9;57;1,4;
2021-04-01;0;913,5;30,5;24,8;19,7;58,1;1,3;
2021-04-02;0;915,7;30,5;25,3;21,1;53,2;1,7;
2021-04-03;0;917,2;31,3;25,3;21;55,3;1,3;
2021-04-04;0;917;29,4;24,8;19,9;60,7;1,2;
2021-04-05;0;916,8;29,2;24,3;20,9;65,4;2;
2021-04-06;0;917;28,2;23,3;20,7;66,8;2,3;
2021-04-07;42,6;917,3;27;21,9;18,5;74,3;2,1;
2021-04-08;0;919,3;26,6;22,1;19,3;68,2;2,8;
2021-04-09;0;920,2;28,1;22,1;17,1;57,7;2,2;
2021-04-10;0;918,6;27,8;22,5;17,5;53,5;2;
2021-04-11;0;917,7;28,2;22,8;17,3;51,3;1,4;
2021-04-12;0;917,8;29,3;23,4;17,5;52,5;,9;
2021-04-13;0;918,2;30,6;24,3;17,8;40,4;1,6;
2021-04-14;0;917,5;30;24,7;20,5;48,2;1,8;
2021-04-15;0;917,4;29,9;24,7;20,9;53,7;1,9;
2021-04-16;0;916,7;28,6;23,6;19,7;56;2;
2021-04-17;0;916,3;27,8;23,2;20,3;54,3;1,8;
2021-04-18;0;915,5;28,1;23,3;20;61,3;1,6;
2021-04-19;0;916,1;27,3;22;18,1;68,6;1,5;
2021-04-20;0;916,4;28,6;21,7;15,8;58,7;1,4;
2021-04-21;0;916,4;28,8;22;16,4;52,8;1,3;
2021-04-22;0;916,6;29,4;22,5;16,5;46,9;1,1;
2021-04-23;0;916,9;29,4;22,6;15,7;43,8;1,1;
2021-04-24;0;916,4;29,7;23,1;16,5;44,3;1;
2021-04-25;0;915,9;29,8;23,3;17,4;49,2;,9;
2021-04-26;0;915,6;29,8;23,7;18;51,2;,8;
2021-04-27;0;916;30;24,3;20,6;54,1;1,2;
2021-04-28;0;917;30,2;23,5;18,7;45,1;1,3;
2021-04-29;0;918,6;28,7;22,8;18;36,5;1,7;
2021-04-30;0;919,7;26,7;21,7;18,1;57,8;2,2;
2021-05-01;0;920,2;24,6;21,4;18,6;61;2,2;
2021-05-02;0;920,2;28,3;21,6;16,6;54,3;1,9;
2021-05-03;0;919,3;28,5;21,6;15,8;49,3;1,7;
2021-05-04;0;919,2;28,3;22;16,8;51,2;1,5;
2021-05-05;0;919,2;28,6;22,8;16,5;45,2;1,1;
2021-05-06;0;918,4;29,6;23;17,3;43,6;,9;
2021-05-07;0;919,3;28,7;21,9;15,6;53,5;1,3;
2021-05-08;0;921,4;29,3;22,5;17,3;52,5;1,3;
2021-05-09;0;921;28,3;23;18,4;52,3;2,4;
2021-05-10;0;920,7;27,4;21,9;17;55,2;2;
2021-05-11;0;918,9;27,2;21,7;17,1;51,3;1,8;
2021-05-12;0;918,2;27,4;21,9;16,4;48,9;1,5;
2021-05-13;0;918,8;26,8;21,2;15,9;54,6;,7;
2021-05-14;0;919;26,8;21,9;17,7;56,4;1,9;
2021-05-15;0;918,8;28;22,1;17,5;53,9;1,2;
2021-05-16;1,2;919,1;27,8;22,1;18,2;57,4;1,3;
2021-05-17;0;919,4;29,1;22,6;17,2;45,7;1,3;
2021-05-18;0;918,7;28;21,4;15,4;48,8;,9;
2021-05-19;0;918,1;28,4;21,8;16,1;48,5;,8;
2021-05-20;0;917,8;28,6;22,3;16,2;43,8;,9;
2021-05-21;0;916,9;29,5;22,5;15,8;43,7;,8;
2021-05-22;0;917;29;21,8;18,7;57,5;1,9;
2021-05-23;2,6;917,6;24,5;19,9;16,3;76,5;1,6;
2021-05-24;6,2;918,9;25,7;20,2;16,1;73,9;1,6;
2021-05-25;4,6;919,7;29,4;22;16,2;50,1;,9;
2021-05-26;,2;919,6;30,2;23,7;18,2;44;,7;
2021-05-27;,2;918,1;30,8;24,7;19;46,8;,9;
2021-05-28;0;916,3;29,9;24,4;20,2;52,4;1,8;
2021-05-29;0;917,3;30;25,1;21,6;55;1,3;
2021-05-30;0;918,6;30,3;24,4;20,2;58,8;,7;
2021-05-31;0;919;28,2;23;21;64,2;1,5;
2021-06-01;0;917,6;27,2;22;17,9;66,3;,9;
2021-06-02;0;918;28,8;23;18,4;58,9;1,8;
2021-06-03;0;920;29,6;23,5;19,7;52;1,3;
2021-06-04;0;920,7;28,6;23,7;19,2;47;2,1;
2021-06-05;0;920,6;27;21,9;16,9;50,2;2,2;
2021-06-06;0;919,4;27,7;21,9;17,7;58,8;1,7;
2021-06-07;0;918,2;28,4;22,4;17,6;55,4;1,4;
2021-06-08;0;917,9;29,3;22,9;16,8;49,9;,9;
2021-06-09;0;918,2;28,8;23,2;18,8;51,8;1,6;
2021-06-10;0;918,1;28,3;23;18,6;53,9;2,3;
2021-06-11;,2;918,7;23,9;19;17,5;83;1,1;
2021-06-12;,2;918,9;26;19,5;16,3;72,5;1,1;
2021-06-13;2,2;919,3;27,6;20,6;15,5;54,3;1,6;
2021-06-14;0;919,8;27,1;20,8;15,8;53,6;2,3;
2021-06-15;0;919,3;27,8;21,3;15,9;58,5;1;
2021-06-16;0;918,5;27,1;20,4;13,8;48,4;1,2;
2021-06-17;0;919,9;27,7;20,2;13,3;43,4;1;
2021-06-18;0;920,7;28,1;21,1;13,6;37,2;1,2;
2021-06-19;0;920,8;28,3;21,4;16,4;42,3;1,8;
2021-06-20;0;920,3;27,9;22,3;17,9;48,3;1,5;
2021-06-21;0;920,5;28,9;21,8;15,9;52;,9;
2021-06-22;0;920,4;28,6;22,6;17;51,1;,9;
2021-06-23;0;920,2;29,2;22,8;17,9;50,5;2,2;
2021-06-24;0;919,4;27,7;22;16,2;51,1;2,3;
2021-06-25;0;919,2;29,3;22,9;17,8;45,8;1,7;
2021-06-26;0;919;27,4;22;16,6;44,7;1,7;
2021-06-27;0;919,3;26,3;20,1;14,2;48;1,5;
2021-06-28;0;920,5;26,5;20,9;15,8;44;1,5;
2021-06-29;0;923;21,6;14,8;9,4;66,3;2,3;
2021-06-30;0;922,4;21,8;12;4,7;43,5;1,9;
2021-07-01;0;922;26,1;16,6;7,7;37,9;1,4;
2021-07-02;0;923;26,7;19,7;13,5;49,5;1,3;
2021-07-03;0;922,7;27,4;20,4;14,7;42,2;1,8;
2021-07-04;0;922;25,6;19,7;14;41;1,8;
2021-07-05;0;923;25,7;19,3;14,3;39,3;1,8;
2021-07-06;0;921,4;26,1;19,5;14,6;33,8;1,7;
2021-07-07;0;920;26,5;19,6;13,6;37,5;1,8;
2021-07-08;0;919,8;26,7;19,4;13,1;40,1;,7;
2021-07-09;0;919,9;26,8;19,9;13,8;36,9;1,2;
2021-07-10;0;920,5;26,4;20,1;14,6;36,9;1,7;
2021-07-11;0;920,4;26,5;20,7;15,6;32,5;1,8;
2021-07-12;0;920,6;27;20,6;14,7;34,6;1,8;
2021-07-13;0;921,6;27;20,8;15,4;36,4;2,2;
2021-07-14;0;920,9;26,4;20,4;14,2;39,3;1,6;
2021-07-15;0;919,8;27,9;21,6;15,7;41;1,4;
2021-07-16;0;918;29,2;22,6;15,7;38,8;1,4;
2021-07-17;0;918,4;30,4;23,2;17,6;36,8;1,5;
2021-07-18;0;920,4;27,8;22;17,4;48,8;1,7;
2021-07-19;0;921,9;23,4;16,5;9,4;37;2,1;
2021-07-20;0;920,9;27,8;17,2;8;20,8;1,5;
2021-07-21;0;922,2;28,8;20,9;12,8;27,6;1,6;
2021-07-22;0;923,8;28,9;21,9;15,2;41,1;1,3;
2021-07-23;0;923,1;28,2;21,1;14,8;37,8;2,4;
2021-07-24;0;922,2;25,5;19,4;14,3;42;2,3;
2021-07-25;0;921;26,5;19,6;14,2;41,5;2,3;
2021-07-26;0;919,7;28;20,8;14,8;39;1,6;
2021-07-27;0;918,3;28,8;22,2;16,5;34,6;2;
2021-07-28;0;918,4;24,3;19,5;15,2;53;2,2;
2021-07-29;0;922,5;19,8;12,5;6,1;41,8;2,5;
2021-07-30;0;922,2;25,6;15,1;7,3;29,8;1,4;
2021-07-31;0;922,6;28,1;19,6;11,8;30,8;2;
2021-08-01;0;924,5;27,7;20,7;14,4;44,9;2,4;
2021-08-02;0;923,5;27,4;21,1;15,7;44;1,8;
2021-08-03;0;921,8;28,4;21,2;14,1;42,8;1;
2021-08-04;0;922,3;27,5;20,4;12,5;38,5;1,4;
2021-08-05;0;923,9;25,4;20,6;16,8;43,5;3;
2021-08-06;0;924,6;24,6;19,5;15,6;49,5;2,8;
2021-08-07;0;922,7;25,3;20;16,2;47,3;2,8;
2021-08-08;0;921,8;25,8;19,7;14,6;46,1;2,1;
2021-08-09;0;921,6;28,6;21,5;16,2;39,5;1,8;
2021-08-10;0;920,5;29,1;22,9;16,7;37,8;1,4;
2021-08-11;0;919,1;31,4;23,7;16,1;32,2;1,1;
2021-08-12;0;919;31,2;24,1;18;27;1,4;
2021-08-13;0;919,5;30,2;24;19,6;31,1;2,2;
2021-08-14;0;919,7;31,2;24,2;18,9;33,8;1,8;
2021-08-15;0;918,4;31,8;25,3;19,2;30,5;1,4;
2021-08-16;0;917,6;32,3;25,5;20,2;28,6;1,5;
2021-08-17;0;919,5;31,1;25,2;19,9;32,4;2,3;
2021-08-18;0;920,9;31,2;25,3;19,5;35,5;1,9;
2021-08-19;0;919,4;29,7;24;18,1;34,8;2,7;
2021-08-20;0;918,9;28,3;22,4;17,5;38,5;1,9;
2021-08-21;0;919,1;28,9;22,9;16,3;35,5;1,4;
2021-08-22;0;917,2;29,8;23,5;17,3;34,1;2;
2021-08-23;0;915,9;31,3;25,1;19,9;30,2;2,1;
2021-08-24;0;915;32,2;25,8;20,3;29,5;2;
2021-08-25;0;914,5;32,4;26,1;20,9;27,3;2;
2021-08-26;0;914,9;33,7;26,8;20,8;26,3;1,9;
2021-08-27;0;916,5;32,6;26,5;19,7;33,6;1,2;
2021-08-28;0;919,5;29,5;23,8;19,8;45,3;2,1;
